Title,Time,Servings,Ingredients,Instructions,Image
Vegetarian nut roast pie with cranberries,60,10 serving(s),"['drizzle olive oil', '4 leeks, finely sliced', '4 rosemary sprigs, picked', '6 thyme sprigs, roughly chopped', '3 garlic cloves, finely chopped', '250g/9oz chestnut mushrooms, finely chopped', '5 sage leaves, roughly chopped', '600g/1lb 5oz mixed nuts (e.g. pecans, cashews and hazelnuts)', '150g/5½oz Gruyère, grated', '3 free-range eggs', '150g/5½oz dried cranberries', '125g/4½oz frozen cranberries', '100ml/3½fl oz water', '80g/2¾oz butter', '125g/4½oz plain flour, plus extra for rolling out the pastry', '150g/5½oz wholemeal flour', 'pinch salt', '1 free-range egg, plus 1 free-range egg, beaten, to glaze', '2 tbsp butter', '1 tsp tomato purée', '1 tsp yeast extract', '1 tbsp plain flour', 'few rosemary sprigs', '500ml/18fl oz vegetable stock', 'pinch brown sugar', 'salt and freshly ground black pepper']","Preheat the oven to 200C/400F/Gas 6 and grease a 18cm/7in springform cake tin.
Heat the oil in a frying pan and fry the leeks, rosemary and thyme for 4-5 minutes, or until softened. Add the garlic and cook for another minute.
Add the mushrooms and sage and cook for 2-3 minutes, then remove from the heat, transfer to a large bowl and set aside to cool. (Reserve two tablespoon of this mixture for the gravy.)
Toast the nuts in the oven for 8-10 minutes (keep an eye on them as they burn really easily). Remove from the oven and set aside to cool.
Blend the nuts in a food processor to a coarse powder and add to the leek mixture with the cheese. Mix until well combined and season with salt and freshly ground black pepper.
Stir in the eggs until well combined.
For the pastry, heat the water and butter in a small saucepan over a medium heat until the butter melts and the mixture just boils.
Mix the flours, salt and egg together in a bowl, then add the butter mixture and mix together really quickly until combined. Shape the dough into a ball (it should be quite moist) and chill in the fridge for five minutes.
Tear off one-fifth of the pastry and set aside, then knead the remaining pastry briefly and roll out on a well-floured work surface into a 5mm/¼in thick circle.
Flour the top of the dough, fold into four, and use it to line the 18cm/7in springform cake tin. Put the folded dough into the tin with the pointed end towards the middle, then unfold the dough so that the excess falls over the side (the dough will be quite fragile). Now ease the dough into the corners of the tin. If the dough tears, squeeze it back together again, this pastry is very forgiving.
Trim the pastry, leaving a 1cm/½in border.
Spoon half of the filling into the tin, pressing it down tightly with a wooden spoon. Tip over the dried cranberries, press down a little and finish with the rest of the pie filling, pressing down well.
Brush any exposed pastry with the beaten egg.
Roll the reserved pastry into a circle, and using the cake tin as a guide, cut out a circle with a 1cm/½in border.
Place the pastry over the top of the tin and squeeze or crimp the lid onto the pie to seal it, trimming any excess. Cut a slit in the middle of the pie to let any steam escape and bake in the oven for 20-25 minutes.
Remove the pie from the oven and carefully remove the tin. Slide the pie onto a baking tray and glaze the top and sides of the pie with the beaten egg, then return to the oven for a further 15 minutes, or until golden-brown.
Remove the pie from the oven, glaze the top again and top with the frozen cranberries. Return to the oven for a further 5-10 minutes.
Meanwhile, for the gravy, melt the butter in a saucepan and add the reserved mushroom and leek mixture followed by the tomato purée. Stir on a low heat for 2 minutes, or until it changes colour to a deeper shade of brown.
Add the yeast extract, flour and rosemary then gradually add the stock. Bring to the boil, then season with salt pepper and brown sugar.
Simmer for 10-15 minutes, until thickened. (You can strain the mixture for a smooth gravy if you like.)",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/vegetarian_nut_roast_pie_62864_16x9.jpg
Easy nut roast,30,10 serving(s),"['butter, for greasing and frying', '2 tbsp oil', '1 onion, chopped', '3 garlic cloves, grated', '1 tsp finely chopped rosemary (or ½ tsp dried rosemary)', '300g/10½oz flat or portabello mushrooms, roughly chopped', '300g10½oz mixed nuts', '75g/2½oz gruyère, grated', '50g/1¾oz vegetarian Parmesan-style cheese, grated', '125g/4½oz cooked mixed grains, (quinoa, wheatberries, barley, etc., from a vacuum pack)', '125g/4½oz cooked Puy lentils (tinned or vacuum packed is fine)', 'small bunch thyme, leaves picked', 'small bunch sage, leaves chopped, plus extra whole leaves for garnish', '75g/2½oz soft breadcrumbs, plus extra for garnish', '40g/1½oz pine nuts (optional)', '100g/3½oz dried apricots, chopped', '1 unwaxed lemon, finely grated zest only', '6 large eggs, beaten', '100ml/3½fl oz white wine', '2 tbsp soy sauce', '2 leeks, thinly sliced', 'salt and freshly ground black pepper, to taste']","Pre-heat the oven to 180C/160C Fan/Gas 4. Butter a 900g/2lb loaf tin and line the bottom with a strip of baking paper that comes up the short sides. This will help loosen the loaf to turn it out.
Add 1 tablespoon oil to a frying pan and gently fry the onion for 10 minutes until soft, and just beginning to colour. Add the garlic and fry for 1 minute. Transfer to a bowl. Set the pan back on the heat, add the remaining oil and fry the rosemary and mushrooms until they have browned, released their water and are mostly dry. Set aside with the onions and garlic.
Put the nuts in a food processor and pulse until roughly chopped. Transfer to a large bowl with the cheese, grains, lentils, herbs, breadcrumbs, pine nuts (if using) and apricots. Stir in the onion and mushroom mixture.
In another bowl, combine the lemon zest, eggs, wine and soy sauce. Pour into the nut mixture, season with salt and plenty of black pepper and stir until thoroughly combined.
Put a layer of sliced leeks in the bottom of the prepared loaf tin so they are lying flat and evenly spread out (reserve the green parts for garnish). Pour the nut roast mixture on top and pack down with the back of a spoon. Cover with foil and bake for 1 hour. Allow the nut roast to rest for at least ten minutes before turning out.
To garnish, heat a knob of butter in a frying pan over a medium heat. Add the green parts of the sliced leeks and fry for 5 minutes, stirring occasionally, until softened. Add the reserved breadcrumbs and sage leaves, stirring until the breadcrumbs are beginning to crisp a little. Sprinkle the mixture over the top of the turned-out nut roast and serve with all the trimmings.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/nut_roast_74357_16x9.jpg
Baked stuffed aubergine with walnut and Roquefort,60,8 serving(s),"['4 large aubergines', '2 garlic cloves, chopped', '1 small white onion, diced', '6 tomatoes, diced', '1 small sprig of fresh rosemary', '1 small sprig of fresh thyme', 'virgin olive oil', 'salt and freshly ground black pepper', '60g/2½oz walnuts', '50g/2oz toasted fresh breadcrumbs', '200g/8oz Roquefort (or similar blue raw milk sheep’s cheese)', '4 tbsp olive oil', '1 medium onion, very finely sliced', '1 garlic clove, coarsely chopped', '1 x 400g tin good-quality tomatoes', '10 small fresh basil leaves, shredded', 'fresh chopped oregano']","Preheat the oven to 200C/440F/Gas 6.
Cut the aubergines in half, leaving the tops on and score the surface of the flesh with a knife.
Place on a baking tray cut-side up, drizzle with olive oil and season with salt and pepper. Bake for about 30 minutes or until soft.
While the aubergines are cooking, gently fry the onions and garlic in oil for a few minutes. Add the tomatoes and herbs and cook to soften
Remove the flesh from the roasted aubergines, reserving the skins to be stuffed later. Chop the aubergine flesh into small cubes.
Add the aubergine flesh and the lightly chopped walnuts to the tomato mixture and season generously with salt and pepper. Place the mixture in the aubergine skins (if making in advance, you can refrigerate the aubergines at this stage).
Crumble over the cheese and top with breadcrumbs. Return to the oven or place under a hot grill until the cheese is melted, the breadcrumbs crisp and the flesh warmed through.
For the tomato sauce, heat the oil in a pan and fry the onion for five minutes. Add the garlic and fry for a further minute. Add the tomatoes and bring to the boil, add the chopped oregano reduce the heat and simmer for 30-40 minutes. Halfway through, add the shredded basil leaves.
When it has finished cooking, add salt to taste, and blend to a smooth purée using a hand-held blender or food processor. The sauce keeps for a few days in the fridge, but is best if eaten when freshly made.
Serve the hot aubergines with the hot tomato sauce on the side.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/bakedstuffedaubergin_71986_16x9.jpg
Brussels sprouts with pancetta,30,8 serving(s),"['salt', '900g/2lb 4oz Brussels sprouts, trimmed and loose leaves removed', '2 tsp olive oil', '225g/8oz pancetta, cut into cubes']","Bring a saucepan of salted water to the boil and add the sprouts. Cook for 8-10 minutes, or until tender, then drain in a colander.
Heat a frying pan over a high heat until hot. Add the olive oil and pancetta cubes and fry for 5-7 minutes, or until the pancetta is crisp and golden-brown.
Add the drained sprouts and stir together to warm through. Serve immediately.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/brussels_sprouts_with_12803_16x9.jpg
Best roast potatoes,60,8 serving(s),"['10 large King Edward potatoes, peeled, cut into large chunks', '50g/1¾oz lard, dripping or vegetable oil', '2 pinches sea salt']","Preheat the oven to 200C/180C Fan/Gas 6.
Simmer the potatoes in a large pan of salted boiling water for 4-5 minutes, or until the outside of the potatoes are beginning to soften.
Thoroughly drain the potatoes and briefly shake them around in the colander or pan to roughen up the edges.
Melt the lard in a deep flameproof roasting tray on a high heat and fry the potatoes on each side until they begin to brown.
Sprinkle with salt, to taste, and roast for 30 minutes, or until starting to colour.
Turn the potatoes and return to the oven for a further 20-30 minutes, or until golden-brown and crisp.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/the_best_roast_potatoes_95083_16x9.jpg
Christmas carrots,30,4 serving(s),"['9 medium carrots, peeled, topped and tailed', '250g/9oz butter', '150g/5½oz sugar', '3 tsp salt', '4 star anise']","Use a clean scourer to smooth the carrots and remove any peel marks (optional).
In a pan combine 400ml/14fl oz of water, the butter, sugar, salt and star anise. Bring to the boil, then reduce the heat to a gentle simmer and add the carrots. Cook until the carrots are tender (approximately 45 minutes) and the volume of liquid has reduced by half.
Serve the carrots as a side dish with the reduced cooking liquid poured over.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/christmas_carrots_90489_16x9.jpg
Christmas red cabbage,60,4 serving(s),"['1 tbsp walnut oil', '15g/½oz butter', '2 red onions, finely chopped', '1 red cabbage, cored and shredded', '50g/1¾oz dried sour cherries, halved if large', '3cm/1¼in piece ginger, peeled and finely chopped', '1 tsp ground ginger', '1 tsp ground cinnamon', '½ tsp ground allspice', '¼ tsp cloves', '50g/1¾oz light soft brown sugar', '1 tbsp red wine vinegar', '150ml/5fl oz port', '150ml/5fl oz chicken stock or water', 'salt and freshly ground black pepper']","Heat the oil and butter in a large heavy-based casserole. Add the onions and fry for several minutes on a medium heat until starting to caramelise. Add all the remaining ingredients, then season with salt and pepper.
Bring to the boil, then turn down and cover. Leave to simmer for around 30 minutes, stirring fairly regularly, then remove the lid and turn up the heat slightly.
Continue to cook until the liquid has reduced and is starting to become syrupy. Check the seasoning and serve.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sticky_spiced_red_88551_16x9.jpg
Mary Berry's Christmas stuffing,30,16 item(s),"['40g/1½oz butter, plus extra for greasing', '1 large onion, finely chopped', '700g/1lb 9oz pork sausage meat', '150g/5½oz fresh white breadcrumbs', '1 large unwaxed lemon, juice and finely grated zest', '3 tbsp chopped fresh parsley', '1 tbsp chopped fresh sage', 'salt and freshly ground black pepper', '1 tbsp vegetable oil']","Melt the butter in a saucepan over a medium heat, add the onion and fry gently for 8-10 minutes, or until softened.
Stir in the remaining stuffing ingredients, except for the vegetable oil, until well combined. Season to taste, with salt and freshly ground black pepper.
Using wet hands, shape the sausage meat mixture into 16 equally-sized balls. Place on a lightly greased baking tray, cover with cling film and chill in the fridge for at least 30 minutes.
Preheat the oven to 200C/180C Fan/Gas 6.
Heat the oil in a large frying pan over a high heat. Add the stuffing balls and fry for 4–5 minutes, turning once, until golden on both sides.
Return the fried stuffing balls to the baking tray (or, if there is room, place them in the same roasting tray as the turkey or chicken). Bake the stuffing balls for 20–25 minutes, or until cooked through. If they brown too quickly during cooking, cover with kitchen foil.
Serve with roast turkey, roast chicken, or other roast meat.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sage_and_onion_stuffing_09013_16x9.jpg
Pigs in blankets,30,8 serving(s),"['8 thin slices streaky bacon', '16 chipolata sausages', 'cocktail sticks, to secure the bacon']","Preheat the oven to 200C/180C Fan/Gas 6.
Place the bacon on a chopping board, then using the side of the knife, stretch and flatten the bacon until about half as long again.
Cut each strip of bacon in half across, then wrap each piece around a chipolata, securing with cocktail sticks.
Place in a roasting tray and roast for 15 minutes until golden-brown and cooked through.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/pigs_in_blankets_63316_16x9.jpg
Honey roast carrots,60,6 serving(s),"['1 kg/2lb 4oz small carrots, such as Chantenay or baby carrots', '2 tbsp olive oil', '3 tbsp clear honey', '1 tbsp fresh lemon juice', '3–4 sprigs fresh thyme', 'salt and freshly ground black pepper']","Preheat the oven to 200C/ 180C Fan/Gas 6. Trim the carrots and peel, if you prefer. Cut any particularly large carrots in half lengthways.
Place on a large baking tray and pour over the olive oil. Season with salt and pepper, toss well and roast for 15–25 minutes, or until almost tender and lightly browned. (The time will depend on how thick the carrots are.) Whisk the honey and lemon juice together.
Take the tin out of the oven and drizzle over the honey and lemon mixture. Pick the thyme leaves off the sprigs and scatter over. Toss lightly and return to the oven for a further 8–10 minutes, or until the carrots are tender and glossy.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/honey_roast_carrots_07540_16x9.jpg
Creamy Brussels sprouts,30,6 serving(s),"['500g/1lb 2oz Brussels sprouts, trimmed and halved', '25g/1oz butter', '2 tsp sunflower oil', '1 long shallot or half a small onion, very finely chopped', '1 garlic clove, crushed', '3 tbsp dry white wine', '150ml/5fl oz double cream', '1 tsp Dijon mustard', 'pinch caster sugar', 'salt and freshly ground black pepper']","Half-fill a medium saucepan with water and bring to the boil. Add the sprouts and cook for 8 minutes, or until just tender (Test with the tip of a knife.)
While the sprouts are cooking, melt the butter and sunflower oil in a small frying pan and fry the shallot or onion for 3–4 minutes stirring regularly, until well softened and lightly browned.
Add the garlic to the pan and cook for a few seconds, then add the wine and bring to the boil.
Stir in the cream and mustard and season with the sugar, a good pinch of salt and lots of pepper. Simmer for 1–2 minutes, stirring occasionally. Add a splash of water if the sauce thickens too much.
Drain the sprouts in a sieve and add to the pan with the creamy mustard sauce. Toss well and serve.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/veggie_brussels_sprouts_27977_16x9.jpg
Make-ahead Christmas gravy,30,8 serving(s),"['1 tbsp light olive oil or vegetable oil', '3 carrots, peeled and roughly chopped', '1 red onion, cut into wedges', '5 chicken wings', '1 large glass white wine (optional)', '1-2 tbsp cornflour, depending on how thick you like your gravy', '2 litres/3½ pints chicken or turkey stock (from 2 stock cubes or jelly pots)']","Preheat the oven to 200C/180C Fan/Gas 6.
Mix the oil, carrots, onion and chicken wings in a roasting tin. Roast for 45 minutes until the chicken is golden-brown and the vegetables soft.
Put the roasting tin on the hob over a medium heat. Add the white wine, if using, or pour in a glass of water. De-glaze the tin and scrape off any caramelised bits on the bottom of the tin. Remove from the heat.
Use a slotted spoon to transfer the vegetables and chicken to a large saucepan. Stir in the cornflour until combined. Add the liquid from the roasting tin and the stock. Bring to the boil and simmer for 15-20 minutes. As it bubbles away use a fork to break up the chicken and vegetables as much as you can.
Strain the gravy through a fine sieve into a freezeable container, pushing through as much of the chicken and vegetables as you can. Season, to taste, with salt and pepper.
Allow the gravy to cool completely. Then cover with a lid and transfer to the freezer. (It will keep in the freezer for up to 3 months). Defrost in the fridge the night before you want to serve it.
Reheat in the microwave for 4 minutes on high. Alternatively, if you have the time, add it to the roasting tray when the turkey is resting. Heat gently, and stir thoroughly to incorporate all the flavours from the turkey. Stir well and transfer to a serving jug.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/make-ahead_christmas_33532_16x9.jpg
Braised red cabbage,30,8 serving(s),"['1 red cabbage, quartered, cored and sliced', '2 red onions, thinly sliced', '80g/3oz dried cranberries', '2 Bramley apples, peeled, cored and grated', '1 tsp ground cinnamon', '25g/1oz demerara sugar', '3 tbsp red wine vinegar', 'salt and freshly ground black pepper, to taste']","Preheat the oven to 170C/150C Fan/Gas 3.
Mix the cabbage with the rest of the ingredients and put in an ovenproof dish.
Season well and cover with foil.
Bake for 1–1½ hours, or until the cabbage is tender and juicy. Mix the ingredients together two to three times during cooking.
Allow to cool, then store in the fridge. Reheat when needed.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/braisedredcabbage_2528_16x9.jpg
Perfect roast potatoes,60,8 serving(s),"['5 tbsp duck fat', '16 medium-sized Maris Piper or King Edward potatoes (each about 175g/6oz)', '8 garlic cloves', '8 sprigs thyme', 'sea salt']","Preheat the oven to 190C/170C Fan/Gas 5.
Parboil the potatoes in salted water for 7–8 minutes, or until almost cooked (they will still feel firm when pierced with a knife). Drain thoroughly using a colander, then shake the potatoes around a little in the colander until the outsides are roughened. Set aside, uncovered.
Put the duck fat into a roasting tin and heat in the oven for 5 minutes.
Add the drained, roughened potatoes to the tin of hot duck fat, then sprinkle over the garlic cloves, thyme and sea salt and mix until the potatoes are well coated in the fat. Return the tin to the oven and roast for 45–60 minutes, or until golden and crunchy.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/roastpotatoes_92811_16x9.jpg
Chestnut stuffing,30,6 serving(s),"['1 large onion, coarsely chopped', '225g/8oz dried apricots, snipped into small pieces', '225g/9oz fresh white breadcrumbs', '75g/3oz butter or olive oil', '225g/8oz frozen chestnuts, thawed, roughly chopped', 'generous bunch fresh parsley, chopped', 'salt', 'freshly ground black pepper']","Preheat oven 200C/400F/Gas 6. Butter a shallow ovenproof dish.
Add 600ml/1 pint water into a pan with the onion and apricots. Bring to the boil, then reduce the heat and simmer for about five minutes. Drain.
Put the breadcrumbs into a large bowl. Melt the butter in a frying pan and pour half of this onto the breadcrumbs.
In the remaining butter, fry the chestnuts over a high heat until lightly browned. Tip into the bowl with the breadcrumbs. Add the apricots, onion and parsley to the bowl. Season with salt and pepper.
Turn into a buttered, shallow ovenproof dish and bake in a preheated oven for about 25-30 minutes until crisp and hot right through.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/christmasapricotandc_73428_16x9.jpg
Maple-roast parsnips,60,8 serving(s),"['1kg/2¼lb parsnips', '125ml/4fl oz vegetable oil', '80ml/3½fl oz maple syrup']","Preheat the oven to 200C/180C Fan/Gas 6.
Peel the parsnips and then halve them crosswise, then halve or quarter each piece lengthwise. Place the parsnips into a roasting tin.
Pour the oil over the parsnips and mix them well so that the oil covers all of the pieces. Pour the maple syrup over the parsnips and roast for 35 minutes, or until they are tender and golden-brown. To serve place on a clean serving dish.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/mapleroastparsnips_84758_16x9.jpg
Hasselback potatoes with bacon,60,30 item(s),"['1kg/2lb 4oz small baby potatoes', '300g/10½oz bacon rashers, each cut into 3 strips', 'freshly ground black pepper']","Preheat the oven to 200C/180C Fan/Gas 6
Cut narrow slices into the potatoes, but not all the way down to the base. Make the slices a little narrower than a pound coin.
Wrap each potato in half a rasher of bacon and place on a baking tray. Bake for 30-40 minutes, or until the potatoes are cooked through.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/hasselback_bacon_61171_16x9.jpg
Sage and onion stuffing,60,6 serving(s),"['1 onion, peeled and finely chopped', '1 tbsp vegetable oil', '1 tbsp fresh sage, finely chopped', '80g/3oz fresh white breadcrumbs', 'salt and pepper', '1 egg, beaten']","Sweat the onion in the oil, until soft but not coloured
Mix together the onion, sage and breadcrumbs and season well.
Add enough of the beaten egg to bind the mixture together and use to stuff meat or poultry or to roll into individual stuffing balls.
If making stuffing balls, cook in a roasting tin for 30 minutes.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sageandonionstuffing_1328_16x9.jpg
Sticky cranberry sausages,30,10 serving(s),"['2 red onions, sliced', '2 tbsp olive oil', '400g/14oz uncooked cocktail sausages', '1 heaped tbsp cranberry jelly', '200g/7oz fresh or frozen cranberries', '1 clementine, zest only']","Fry the sliced red onions in a pan with the oil for five minutes or so until softened. Add the sausages to the pan.
As the sausages start to brown, add the jelly and cranberries
Cook on a low heat for 20 minutes, stirring occasionally, until caramelised and sticky.
Grate over the clementine zest and serve.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sticky_cranberry_64655_16x9.jpg
Easy bread sauce,30,8 serving(s),"['1 large onion, peeled', '6 cloves', '1 bay leaf', '6 black peppercorns', '570ml/1 pint full-fat milk', '110g/4oz fresh white breadcrumbs', '40g/1½oz butter', 'salt and freshly ground black pepper']","Press all the cloves into the whole peeled onion and place in a saucepan. Add the bay leaf, peppercorns and milk. Bring to the boil then remove from the heat. Set aside for 15 minutes.
Pass the liquid through a sieve into a saucepan or remove the onion, bay leaf and peppercorns. Stir the breadcrumbs into the milk and place over a low heat for 5-10 minutes or until the breadcrumbs have absorbed all the liquid and the sauce is the desired consistency (see tips section for if you are making the bread sauce ahead of time). Stir occasionally.
Stir in the butter and season, to taste, with salt and pepper.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/easy_bread_sauce_26387_16x9.jpg
Slow cooker honey roast ham,150,10 serving(s),"['1.6kg/3lb 8oz boneless, rolled smoked or unsmoked gammon', '1 onion, peeled and quartered', '1 tbsp English mustard', '1 tbsp clear honey', '2 tbsp demerara sugar']","Put the gammon, onion and 100ml/3½fl oz water in the slow cooker, cover with the lid and cook on low for 6–8 hours, or until the pork is thoroughly cooked. The longer the gammon is cooked, the more like pulled ham it will become.
Remove the lid, lift the pork out of the slow cooker and onto a board, and leave it to stand for 10 minutes, or until cool enough to handle.
Preheat the oven to 220C/200C Fan/Gas 7. Very carefully, snip off the string and slide a knife, in a horizontal sawing motion, between the ham rind and fat, then lift off the rind, leaving a thin layer of fat on the meat. (You may need to do this in strips.)
Lightly score the ham fat with a knife in a crisscross pattern. Line a small roasting tin with a piece of foil, large enough to come up the sides of the tin. Place the ham on top, fat-side up. If the ham is thinner one end than the other, prop the short end up with a wodge of crumpled kitchen foil, so the fat is more horizontal – this will help it brown more evenly.
Mix the mustard, honey and sugar in a small bowl and spread it all over the ham fat. Bring the foil in towards the ham to create a bowl to catch any sticky juices. Bake the ham for 12–15 minutes, or until the fat is nicely browned.
Serve in slices, warm or cold.",https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/slow-cooker_roast_ham_25878_16x9.jpg
